,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,WORDS,DIVERSITY,LENGTH,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,Poster,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
Behind the Candelabra 2013.txt,0.535546730768,0.467512699434,0.582058902991,-1.53419124992,0.450921494809,-0.698488547736,-0.180190199446,-0.259631085648,-0.0516930041984,-0.0504528133788,0.477166488784,0.934259194462,1.34796365247,1.46309468899,0.588803583814,0.92732404493,-0.471147769194,0.679750294386,1.10469032687,-0.660969966555,-0.152804782834,-0.595223161928,0.695976701069,0.138189180117,0.925480947842,1.18627601983,-0.0783646812375,-0.218021571636,0.713296085579,0.623039542054,0.936706097795,-0.872840253941,-0.380612596526,0.456652548105,-0.526637945034,0.293428018903,-0.350619614179,-0.15567157832,0.139755731694,0.458800566163,1.10719329793,0.176871144044,-0.697246967771,0.424318175231,"A chronicle of the tempestuous six year romance between megastar singer, Liberace, and his teenage lover, Scott Thorson.",TV-MA,True,English,Behind the Candelabra,USA,"Richard LaGravenese (screenplay), Scott Thorson (book), Alex Thorleifson (book)",,7.0,Steven Soderbergh,07 Jun 2013,2013,Won 2 Golden Globes. Another 40 wins & 48 nominations.,118.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTY2OTM0OF5BMl5BanBnXkFtZTcwMTk4OTQ1OQ@@._V1_SX300.jpg,"33,088",tt1291580,Matt Damon, Scott Bakula,Biography, Drama
On Deadly Ground 1994.txt,-0.626357756225,-1.44950893902,-1.04641017702,0.945257754142,1.00247783836,2.07941929819,1.31002853348,0.486777226441,0.441442002816,-0.283432574119,-0.0732111388946,-0.995626802173,-0.650559026342,-1.35402687652,-0.292569787313,0.32677116047,0.754953717342,-1.06724158103,-0.167305083924,1.94012215959,1.07766536514,0.360706475704,1.02305631262,0.648788599111,-0.166675452746,-0.521009175756,-0.366968758746,0.130797957693,-0.581274526686,0.187813929985,-0.516056184281,0.701208787707,0.992315682544,0.427016683942,-0.05048438373,1.3193551746,-1.17661443627,-0.00886441737443,0.075812258889,0.151664445147,-0.185507183372,1.68857550181,0.578199822934,-1.42543398609,Mystical martial artist/environmental agent takes on a ruthless oil corporation.,R,True,English,On Deadly Ground,USA,"Ed Horowitz, Robin U. Russin",,4.4,Steven Seagal,18 Feb 1994,1994,1 win & 6 nominations.,101.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NjU3ODg3M15BMl5BanBnXkFtZTcwNzc3MTkxMQ@@._V1_SX300.jpg,"18,163",tt0110725,Steven Seagal, Michael Caine,Action, Adventure
Behind Enemy Lines II Axis of Evil 2006.txt,-0.0745939539265,-1.39556848183,-0.746043865717,1.64747622694,1.6047084771,2.91378300886,2.09897060596,1.43349392076,-0.277975919586,0.862050475701,-1.1734114278,-1.05062124624,-2.24676811533,-1.52670171544,-2.60002381472,0.285579527656,0.210544420292,-2.6234586017,-1.13367100056,2.08067809064,1.37655185516,-0.866394968151,1.02990692408,0.278554138996,-0.452992989459,-1.0385581122,0.836155071897,1.17135605762,-1.5490352921,0.593649299238,0.00576491172483,1.12708300184,1.90591178305,-1.35874336225,0.95795894306,0.642691737198,0.338847387258,0.837546964922,-2.21493006269,-0.997203050306,-1.65915917086,0.295371757865,3.09484116533,-0.911428932644,"Navy SEALS, headed by Lt. Bobby James, are dispatched to North Korea on a covert mission, all in an effort to take out a missile site...",R,True,English,Behind Enemy Lines II: Axis of Evil,USA,James Dodson,,4.5,James Dodson,17 Oct 2006,2006,,96.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwODgyNDMzMV5BMl5BanBnXkFtZTcwMDUyNjQzMQ@@._V1_SX300.jpg,"4,913",tt0497329,Nicholas Gonzalez, Matt Bushell,Action, Thriller
Journey to the Center of the Earth 2012.txt,0.211352969433,0.56044766059,3.18862019565,1.47874075572,0.667611477857,3.45198000249,2.11273839136,-1.31399205559,0.631880960904,1.36129080652,-3.6572634412,0.0355580478441,-0.696686387938,-0.413808071855,-1.86066114927,0.897041655242,-2.3827579795,-3.1773279323,0.734262368629,0.838061866834,0.564963460369,-1.66335878368,1.07667066388,3.27793230986,1.60601862113,1.67821268337,-0.880741577454,4.25162046688,-2.78829444839,2.36998293883,0.0618581064632,1.07882266939,4.0069873836,-0.856640199987,1.0897799854,3.6469868033,-3.05989264917,2.79790054285,-0.511078135114,3.00451600506,-3.71303774044,2.79804255022,3.74885117331,-2.09476609294,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",PG,True,English,Journey to the Center of the Earth,USA,"Michael D. Weiss (screenplay), Jennifer Flackett (screenplay), Mark Levin (screenplay), Jules Verne (novel)",57.0,5.8,Eric Brevig,11 Jul 2008,2008,1 win & 3 nominations.,93.0,http://ia.media-imdb.com/images/M/MV5BMTk1MzY1MzU1MF5BMl5BanBnXkFtZTcwOTQ2NjM3MQ@@._V1_SX300.jpg,"86,002",tt0373051,Brendan Fraser, Josh Hutcherson,Action, Adventure
Like Dandelion Dust 2009.txt,0.914991592058,1.27128736416,-0.95327864175,0.661336713278,1.23285282439,-0.745111355541,-0.218600667774,1.61809650041,-0.883945160001,0.898631538252,0.63881329807,-1.00916438641,-0.0965614524917,-0.529701602906,-1.00207841417,0.262545770402,1.18911536201,0.772699340942,0.606184805634,-0.446384862813,0.569649543225,0.831975359992,-1.54293229779,-1.23139890306,-0.640816689305,-0.907044168415,-1.02278268292,-0.226949962198,1.61622174759,-1.59226891319,0.168383714819,-1.24809313144,-1.38481494424,0.344712322676,-0.472980113932,-1.45021696062,0.889918623688,-0.263304133737,-0.149379921578,0.350228891271,0.800472727845,1.30212511127,-0.366100313708,-0.0533537397222,"A compelling drama that explores the different meanings of being a parent through the gritty, realistic lives of the struggling, blue-collar Porters, and the privileged Campbell family. ...",PG-13,True,English,Like Dandelion Dust,USA,"Stephen J. Rivele (screenplay), Michael Lachance (screenplay), Karen Kingsbury (novel)",,7.1,Jon Gunn,24 Sep 2010,2009,19 wins.,100.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMDM1OTM4OV5BMl5BanBnXkFtZTcwNDk3NTk0Mw@@._V1_SX300.jpg,"2,330",tt0981042,Mira Sorvino, Barry Pepper,Drama,Drama
Damage 1992.txt,1.87154331353,1.3214946664,0.700956558412,-1.70353437976,0.421579682348,-0.74001587879,-0.195826160699,-0.0291599045996,-1.09481678412,0.954652981519,0.605531478955,0.773491262578,1.56936300257,1.10235001434,0.429216377086,1.11137924946,-0.307552078929,0.712602478038,1.44250001952,-0.772364225289,-1.80983223947,-0.654347149193,0.290915731153,-0.615826923534,0.469768995219,0.437345269491,-0.706760981244,1.12779695199,0.664779836681,0.364135453056,-0.945246316499,0.255356192222,-0.0511468044868,1.76698908737,-0.811505350326,-0.0407352403201,-0.678510445695,0.261788956187,1.12370936168,-0.977591591276,1.76075520903,0.451538941656,-0.860502973071,-1.80698722046,A member of Parliament falls passionately in love with his son's fiancée despite the dangers of discovery.,R,True,English,Damage,"UK, France","David Hare (screenplay), Josephine Hart (novel)",,6.9,Louis Malle,22 Jan 1993,1992,Nominated for 1 Oscar. Another 6 wins & 4 nominations.,111.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNDkwMjg2MV5BMl5BanBnXkFtZTcwNTIyMzMzMQ@@._V1_SX300.jpg,"12,384",tt0104237,Jeremy Irons, Juliette Binoche,Drama, Romance
Snow Flower and the Secret Fan 2011.txt,1.59233446703,0.826903614986,-0.288092301546,-1.04071019834,1.41904037831,0.179959222452,1.79267737064,1.40929984998,-0.666908305911,0.369133777164,0.600796960875,1.83465223378,1.66035296874,2.00047577762,-1.29489755804,1.07538837776,0.826226564764,0.712207593324,1.56889818887,0.513238952472,-0.556298859172,-0.759443426392,0.207117798867,-0.197011566861,0.98867963478,-0.0141034409968,0.746876140068,-0.576620851036,1.06402777078,-1.31693267124,-1.33172328208,1.02689370336,0.228459821425,0.913069338114,-0.18811811201,-0.963065559543,-0.591087411654,-0.114737091485,0.932983578714,0.22390474564,1.38783713964,0.838163148923,-0.986813294188,-1.0138058764,A story set in nineteenth-century China and focusing on the life-long friendship between two girls who develop their own secret code as a way to contend with the rigid social norms imposed on women.,PG-13,True,English,Snow Flower and the Secret Fan,"China, USA","Angela Workman (screenplay), Ronald Bass (screenplay), Michael Ray (screenplay), Lisa See (novel)",42.0,6.1,Wayne Wang,24 Jun 2011,2011,1 win & 1 nomination.,120.0,http://ia.media-imdb.com/images/M/MV5BMTU2NzEzNTYzNl5BMl5BanBnXkFtZTcwOTU4MTA3NA@@._V1_SX300.jpg,"3,031",tt1541995,Russell Wong, Bingbing Li,Drama, History
Silent Partner 2005.txt,-1.60929001606,-2.65331093066,-0.973569996687,1.52977234105,-0.870629292088,1.35795946726,0.0396733609353,-0.134668552883,1.0434665089,-2.59228932314,-1.81309863904,-0.577641070182,-2.0023051206,-0.840076941723,-1.27717042125,-1.17256573198,0.876973622458,-1.17085815033,-1.86539445548,1.48061021234,-0.105354728868,0.803166796574,0.358021130172,0.0249861934492,-1.93034327312,0.277139293681,3.21845517488,-1.10093674725,-1.00326015951,-1.43429036188,-0.703376577719,0.937048890726,0.227353680915,-0.47229324378,0.807046232518,-0.282027491508,0.0748583044548,0.339715365499,-0.513467024025,-0.0172951551135,-1.52898119461,-0.278730065077,0.876327374134,-0.12079115102,"Gordon Patrick (Nick Moran), a young CIA analyst is assigned to investigate the mysterious death of a major Russian political figure.",,True,English,Silent Partner,"Russia, USA","James D. Deck, Chris Larsen",,4.8,James D. Deck,26 May 2005,2005,,96.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwODY5OTczMF5BMl5BanBnXkFtZTcwMjk3MjQzMQ@@._V1_SX300.jpg,614,tt0457475,Tara Reid, Nick Moran,Action, Crime
Darkman 1990.txt,-0.448456534805,0.119982242948,1.55685701495,-0.126616434813,-0.451473685816,-0.487764765298,-1.02740466966,-1.04481201576,0.0863731053292,0.193637344217,0.454046358338,0.0511577278307,0.526248723312,0.777278224525,-0.268359234573,0.284500103672,-1.8873674757,0.481801298772,-0.342348536017,-0.975433907614,0.51353950157,-1.42729497716,0.775118400999,1.21228410779,0.631938326022,0.946003479847,0.00401567156215,-0.689523589876,-0.487223031579,0.91737428913,-1.21927958437,1.44130132581,0.259502025369,-0.081453788223,0.0459292305992,-0.938281467983,0.190002101222,-0.511753382026,0.412694689365,-0.959336234432,0.51520379826,-0.556819671463,-0.224510653162,0.737006540839,A brilliant scientist left for dead returns to exact revenge on the people who burned him alive.,R,True,English,Darkman,USA,"Sam Raimi (story), Chuck Pfarrer (screenplay), Sam Raimi (screenplay), Ivan Raimi (screenplay), Daniel Goldin (screenplay), Joshua Goldin (screenplay)",65.0,6.4,Sam Raimi,24 Aug 1990,1990,2 wins & 7 nominations.,96.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MzUxMjk4NF5BMl5BanBnXkFtZTgwNTEzNDk4NjE@._V1_SX300.jpg,"48,314",tt0099365,Liam Neeson, Frances McDormand,Action, Crime
Insomnia 1997.txt,0.718886144786,0.143134977477,0.0867457111099,-0.033204233777,-0.411021332329,-0.216877476472,-0.998489592497,-0.643754245231,-1.45586279604,0.256984102883,0.540118558475,-0.0148350043838,0.723772337303,-0.103605495378,-0.0221849303853,1.01694662552,-1.2170189344,0.52712080606,1.00896540426,1.34970621119,-3.22132180952,-1.0877854077,0.230286186949,-0.870935213479,-1.92668341365,0.18528097868,1.59196737516,-1.1687002908,-1.87733744342,-1.14148779372,-1.34664715958,1.35611654619,0.973150745913,1.77863941547,-0.032330735109,-0.465811754581,-1.12067511359,-0.0369809875485,1.09311437803,-0.104853567641,-0.250405081779,1.52795950601,0.142946035871,-0.644865114387,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,R,True,English,Insomnia,"USA, Canada","Hillary Seitz (screenplay), Nikolaj Frobenius, Erik Skjoldbjærg",78.0,7.2,Christopher Nolan,24 May 2002,2002,1 win & 10 nominations.,118.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5Nzk2NDY3MF5BMl5BanBnXkFtZTgwMzI5MDgxMTE@._V1_SX300.jpg,"222,030",tt0278504,Al Pacino, Martin Donovan,Drama, Mystery
On the Double 1961.txt,0.244429867155,0.388068193236,0.191712804427,-0.319362126316,0.932501245291,0.0788270886226,0.460085400114,-0.365668163573,-0.783846747668,0.877485976759,0.284989253323,-0.0165744490514,0.134842041427,-0.465242013557,-0.295319088402,1.01786314906,-0.317945424514,-0.524783957596,0.0605755308583,-0.266728871747,0.218811498064,-0.965765662731,1.0249507752,0.446181093477,0.892296457688,0.288688035451,0.259273013166,1.44005116926,-1.12284068057,1.49837243143,0.575702647254,0.00198975469519,0.842109372257,-0.693163247698,0.210536766106,0.273577641977,0.101437355376,1.12356020175,-0.451156371833,0.031854374971,-0.814180667077,-0.913898490058,-0.76775177015,1.69982773607,"At the time of the Invasion of Normandy, an American soldier is asked to impersonate a British General in order to confuse the Nazi spies and assassins in London.",APPROVED,True,English,On the Double,USA,"Jack Rose, Melville Shavelson",,6.6,Melville Shavelson,26 Oct 1961,1961,,92.0,http://ia.media-imdb.com/images/M/MV5BMTU1Nzk1MjM3OF5BMl5BanBnXkFtZTgwNjA5Nzk1MDE@._V1_SX300.jpg,416,tt0055253,Danny Kaye, Dana Wynter,Adventure, Comedy
