,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Words,DiversityW,WordL,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X
Confessions Of An American Bride 2005.txt,0.797182023793,0.955754522211,0.527694233731,0.226828147019,0.421511928659,0.0664534401261,0.156782321849,0.489286773542,0.0813788023018,0.949165451027,0.990964817212,0.199499647912,0.809227646354,0.500007569794,0.655852999469,0.920394069439,0.32115176334,0.987561679867,0.764989949304,0.233105216139,0.58362689945,0.201744585439,0.884240136459,0.0686452277813,0.739782255533,0.520527718334,0.0561349392527,0.360224163786,0.50163421122,0.76990500605,14221.0,0.142395049575,3.23936432037,0.192954081991,0.152380282681,0.0624428661838,0.22340201111,0.0447929118909,0.0660291118768,0.0188453695239,0.130581534351,0.0263694536249,0.00689121721398,0.0
White Vengeance 2011.txt,0.563337920825,0.382513619074,0.399504015646,0.383752652544,0.670825139882,0.569151396749,0.65646846832,0.593060145615,0.359721087382,0.574962477481,0.938431404711,0.209052683368,0.84436952294,0.251934294714,0.13639954222,0.989970194626,0.430801883852,0.862959658725,0.885257517903,0.758051504199,0.724793423066,0.108575801,0.96778299511,0.674612235015,0.624823656269,0.625001928,0.317060622941,0.355495452417,0.500542968452,0.24793446894,8339.0,0.168605348363,3.75872406763,0.22244873486,0.246312507495,0.0731502578247,0.0659551504977,0.0431706439621,0.0605588200024,0.0194267897829,0.132869648639,0.0472478714474,0.013310948555,0.0
Inside the Perfect Predator 2010.txt,0.548762230374,0.340121075974,0.951943425325,0.639937200738,0.313830648548,0.543666414857,0.151050639571,0.206319003534,0.339176030529,0.836783793186,0.518429405384,0.303618386418,0.592117689656,0.337926637109,0.453469276027,0.820267549402,0.00457219705822,0.712411885553,0.699402110229,0.498241937663,0.271933227709,0.000171417627513,0.973245843674,0.919573490908,0.570833207415,0.860391709939,0.419209269988,0.0983054799328,0.00372952895216,0.827088819152,3011.0,0.318830953172,4.06675523082,0.158087014281,0.229491863168,0.0906675523082,0.134506808369,0.0787113915643,0.0454998339422,0.0212553968781,0.0803719694454,0.0428429093324,0.016605778811,0.0
American Ninja 4  The Annihilation 1990.txt,0.450740955106,0.59132812138,0.135835733179,0.587755796494,0.574405110428,0.323372075705,0.473246342423,0.659635763681,0.19834133809,0.663052354934,0.956577826195,0.0686700477262,0.62768818244,0.0876414964572,0.324683605621,0.929565757561,0.707423777167,0.873368266414,0.714070885238,0.64142537834,0.776184433842,0.490982720041,0.95450941464,0.349120051291,0.709932459741,0.34953733208,0.201623679483,0.271022541645,0.581860183671,0.396629914862,4310.0,0.23596287703,3.42645011601,0.174709976798,0.20626450116,0.0554524361949,0.204408352668,0.0440835266821,0.0603248259861,0.014849187935,0.124129930394,0.0271461716937,0.00696055684455,0.0
Operation Dumbo Drop 1995.txt,0.713906729184,0.84535955714,0.241244417181,0.683400848999,0.583386381079,0.24610804707,0.358733333143,0.773722904185,0.086294692229,0.896112189723,0.994900379591,0.0377522668916,0.483766944337,0.107356635755,0.18351048374,0.914681761678,0.408982207328,0.974242553306,0.680275368601,0.533017704846,0.866894035594,0.0865444170053,0.968310139658,0.116833366074,0.667703426075,0.301339913698,0.0622266266394,0.130288542308,0.44168304328,0.215403137694,6780.0,0.200884955752,3.27079646018,0.193067846608,0.18407079646,0.0480825958702,0.224778761062,0.038790560472,0.0690265486726,0.0153392330383,0.132448377581,0.0190265486726,0.0104719764012,0.0
Revolution 1985.txt,0.273530424722,0.406004801514,0.107239008025,0.711936136513,0.482403429859,0.236416071812,0.452195568185,0.677737838359,0.31555693583,0.644573208501,0.955621418868,0.0624600724984,0.727741851495,0.147580159789,0.369668015456,0.893935391521,0.741058311273,0.905498288107,0.545071740856,0.530608481157,0.904027533511,0.512622850738,0.944203420976,0.420342930189,0.862276967214,0.360901297216,0.261108397694,0.114981304953,0.770257466967,0.274254000237,11540.0,0.159445407279,3.17383015598,0.17972270364,0.189254766031,0.0633448873484,0.227556325823,0.0382149046794,0.0522530329289,0.0186308492201,0.125736568458,0.028596187175,0.007712305026,0.0
Confucius 2010.txt,0.605493857226,0.614932248695,0.165127520059,0.470876397665,0.810954833055,0.698557364096,0.816319206204,0.772702689288,0.231359001183,0.830252652807,0.891886304181,0.130186389611,0.724579334595,0.0946800925574,0.083045726035,0.999258066464,0.725930590198,0.644292281414,0.9392415262,0.89669825575,0.788343408506,0.127368092954,0.998191795557,0.480398696634,0.882399434847,0.326860660672,0.198710138912,0.602000917645,0.384432223258,0.467649583423,9854.0,0.194540288208,3.86188349909,0.206312157499,0.258981124416,0.0788512279277,0.0855490156282,0.0450578445301,0.0605845341993,0.0202963263649,0.113659427644,0.0378526486706,0.00852445707327,0.0
Visitation The 2006.txt,0.20092525791,0.125147286332,0.941906999123,0.270636038176,0.399353518415,0.799110665672,0.362157054414,0.0815478054584,0.587425400416,0.117416484528,0.287239927354,0.943948387258,0.688648362425,0.87861724226,0.119185368543,0.891539749006,0.0676406156487,0.460551562253,0.54715713901,0.40257913579,0.138718274755,0.00575829398279,0.624505828292,0.952991012884,0.708912415478,0.95808418243,0.994012771376,0.122467428746,0.16395896648,0.181964531051,5851.0,0.277046658691,3.63271235686,0.163732695266,0.29858143907,0.0345240129892,0.234318919843,0.0423859169373,0.0512732866177,0.0148692531191,0.10237566228,0.0157238078961,0.00427277388481,0.0
Inside the Whore 2012.txt,0.394011393548,0.710716958248,0.532942783339,0.278593633223,0.255606287299,0.0939797922659,0.121346123444,0.310884908429,0.229608289788,0.714428444719,0.888605814519,0.266285602107,0.651484543164,0.371019011217,0.686100403444,0.706771278179,0.226324660375,0.908374901884,0.529175682604,0.376267659494,0.802276539756,0.224205496542,0.981392568954,0.521837466434,0.802342959815,0.645467878645,0.137008128554,0.139911884079,0.275258613878,0.884927983521,6639.0,0.175478234674,3.17562885977,0.192197620124,0.150323843952,0.0597981623739,0.234975146859,0.0412712757945,0.0625094140684,0.0158156348848,0.131043831902,0.0256062660039,0.00512125320078,0.0
Barbie The Princess  the Popstar 2012.txt,0.587911485653,0.844085384174,0.283822767107,0.46014164033,0.424083526088,0.173082063657,0.294861477529,0.673738313461,0.375692649172,0.745175123578,0.981042862024,0.238879161318,0.768532749064,0.445543630335,0.697398011546,0.801447803569,0.570039069749,0.934470568234,0.733459506301,0.261491850314,0.730061305123,0.588934217801,0.832929947913,0.597025147015,0.946182518423,0.427444832481,0.154077489165,0.3429561123,0.857911835646,0.54795896758,7234.0,0.188415814211,3.37918164224,0.193115841858,0.196986452861,0.0543267901576,0.158833287255,0.045341443185,0.0761680951064,0.020873652198,0.129527232513,0.0338678462814,0.00649709704175,0.0
The Spectacular Now 2013.txt,0.626246815386,0.926811562462,0.331362205976,0.208479712508,0.354993655153,0.0527730739754,0.166735331709,0.513183518278,0.234818205717,0.67644930735,0.983948852103,0.157058521862,0.774008703517,0.481805382659,0.459328396642,0.851959926298,0.641110512495,0.995038487648,0.833675893683,0.256243501862,0.812968600569,0.614688894276,0.73064735257,0.0339697587317,0.725570189665,0.48772631836,0.0543379820323,0.21871772655,0.861135647102,0.417791071905,12742.0,0.113169047245,2.9907392874,0.194161042223,0.133809449066,0.050149113169,0.246350651389,0.0450478731753,0.0635692983833,0.0136556270601,0.159708052111,0.0235441845864,0.00439491445613,0.0
Notias 2016.txt,0.644590432269,0.706558239262,0.223838814366,0.496533798848,0.600028743342,0.401644985266,0.585901333922,0.525264681357,0.204242906833,0.849244413204,0.945833391022,0.141771380638,0.893980355869,0.164360413529,0.437978414123,0.986586487588,0.62182966662,0.768706355396,0.933488801231,0.749950936267,0.799475246319,0.289720397625,0.99139798968,0.650733804062,0.933986799281,0.363365790868,0.116184445544,0.460917937371,0.377588702972,0.794838994512,11906.0,0.167562573492,3.47177893499,0.173189988241,0.195027717117,0.0772719637158,0.194271795733,0.0453552830506,0.0519066017134,0.021081807492,0.126826810012,0.0283890475391,0.00344364186125,0.0
Plein soleil Purple Noon 1960.txt,0.626832235937,0.783911155975,0.233476481206,0.396449906045,0.408108013188,0.159463503169,0.175529598593,0.579528595164,0.169773094734,0.614673071473,0.9844444129,0.11452184048,0.74167088806,0.282686422197,0.461040730417,0.762126366347,0.47617977768,0.979835902199,0.705718250216,0.34649112326,0.682037185666,0.270342398274,0.726254535181,0.102860745713,0.418277379157,0.497798169194,0.258373590464,0.105265502606,0.634866608591,0.11789514886,6867.0,0.181447502548,3.10266491918,0.192369302461,0.163098878695,0.0493665356051,0.247415174021,0.0301441677588,0.0696082714431,0.00931993592544,0.148973350808,0.0260666957915,0.00946555992428,0.0
Jack Goes Boating 2010.txt,0.527543746058,0.92698105632,0.226068261269,0.610122504811,0.332333294553,0.0804768081208,0.0728751666404,0.578383763689,0.230975891886,0.785449343432,0.985494726863,0.070160908211,0.608781590194,0.256630048841,0.659223418969,0.829545159469,0.597469965647,0.985215897775,0.686643168019,0.188742319415,0.82892936719,0.497063830915,0.807691869007,0.0786189602824,0.839922211168,0.325822691187,0.0414074832817,0.210753508626,0.810311112904,0.576894314698,9461.0,0.147870203995,3.01511468132,0.173765986682,0.180953387591,0.0534827185287,0.250396364021,0.048092167847,0.0495719268576,0.0114152837966,0.130113095867,0.0254729943981,0.00391079167107,0.0
Flight of Black Angel 1991.txt,0.255275450836,0.358052199982,0.268467111631,0.655707913809,0.306575731082,0.327296088278,0.167935871542,0.502029957098,0.390437692015,0.486025589502,0.691350036341,0.0941356942364,0.190000315293,0.187226911411,0.376109100144,0.417152074021,0.44525684476,0.754757819096,0.19167735377,0.459303102868,0.731926981709,0.269595918293,0.954626383817,0.363405358766,0.428262675502,0.576098338558,0.442327877371,0.113892432349,0.39584567586,0.2842272302,7807.0,0.175355450237,3.26655565518,0.0769821954656,0.614832842321,0.0131932880748,0.204431920072,0.00871013193288,0.00435506596644,0.00358652491354,0.0262584859741,0.0184449852696,0.0112719354426,0.0
Mega Shark vs Giant Octopus 2009.txt,0.865927654336,0.927849611784,0.447832812237,0.553738031871,0.644290004741,0.336775233312,0.387866699871,0.78505661057,0.0286965392841,0.986592139959,0.989648658409,0.0350456470585,0.496905607422,0.0812920619299,0.153083684007,0.906791358578,0.182022027073,0.921892245682,0.750674301305,0.624543329613,0.826128441778,0.0207902158919,0.995235185942,0.18201125036,0.713620604991,0.331790024085,0.0196570683236,0.37582064879,0.120957451392,0.785944254742,8142.0,0.19970523213,3.37275853599,0.187054777696,0.167649226234,0.0579710144928,0.236674035863,0.0475313190862,0.0598133136821,0.0160894129207,0.121714566446,0.0228445099484,0.00896585605502,0.0
Silent Night Deadly Night 1984.txt,0.813878469411,0.884655406829,0.201089100918,0.551866361935,0.547252883717,0.137745881301,0.301543852649,0.802835062563,0.0844785725387,0.865174294096,0.989665957801,0.169607082567,0.481448520036,0.299508810003,0.275324045198,0.811583608495,0.575666050375,0.998308191433,0.809524856026,0.410989447484,0.485851031753,0.484400421961,0.8024783837,0.0563491618616,0.499344173136,0.410545381599,0.0710986764548,0.078897873808,0.615671314504,0.0721613808602,4932.0,0.189172749392,3.26257096513,0.178223844282,0.195052716951,0.0500811030008,0.23398215734,0.0383211678832,0.0750202757502,0.0162206001622,0.115774533658,0.0204785077048,0.00425790754258,0.0
Hot Fuzz 2007.txt,0.474863939604,0.670779233967,0.259792404274,0.32196188405,0.460923240432,0.223750850459,0.228428463365,0.372437786989,0.174896875815,0.644495631112,0.916932620471,0.16020185796,0.667431109392,0.193174217911,0.656305758234,0.952631402741,0.585359068221,0.81652372622,0.675244978964,0.407181203445,0.650522400332,0.359105841806,0.978766906924,0.328257402227,0.599527042517,0.5197391289,0.315637509833,0.250260452376,0.378527772025,0.71544277043,15088.0,0.158271474019,3.37751855779,0.174244432662,0.191874337222,0.0619034994698,0.223091198303,0.0438759278897,0.0603128313892,0.0138520678685,0.116648992577,0.0267762460233,0.005368504772,0.0
In the Dark 2013.txt,0.863756471138,0.989503773092,0.3644130792,0.333405941026,0.625137191908,0.050587340499,0.236405997701,0.728307386786,0.0629255560843,0.940909724872,0.999845910358,0.0992172229088,0.871072237903,0.46719053878,0.373236386528,0.907049884986,0.408586310809,0.999650936655,0.889849085698,0.180517070655,0.788655169622,0.242635098142,0.737054868663,0.0264937225121,0.749262155988,0.42849398647,0.0280108249998,0.251833298433,0.816769016847,0.282086183196,6459.0,0.151416627961,3.08484285493,0.204675646385,0.140888682459,0.0492336274965,0.208546214584,0.0387056819941,0.0718377457811,0.0153274500697,0.161634928007,0.0314290137792,0.00479950456727,0.0
Coneheads 1993.txt,0.460682560833,0.618206196906,0.405153448039,0.395454042616,0.55826731203,0.567807636457,0.505312673661,0.455812799589,0.324868115408,0.598154193465,0.898994467404,0.16950050227,0.608873572315,0.297435249714,0.370388295711,0.870984448834,0.411740694974,0.565165615959,0.666414557563,0.587562201838,0.857644541827,0.131626906644,0.992283652967,0.634956266704,0.850616326712,0.51239382559,0.304021882382,0.361434833941,0.34803467035,0.731878139665,7781.0,0.239557897442,3.52049865056,0.178254723043,0.202416141884,0.058861328878,0.211155378486,0.0519213468706,0.0534635650945,0.0119521912351,0.12312042154,0.0244184552114,0.00835368204601,0.0
The Stag 2013.txt,0.317279226402,0.677425989059,0.353191459193,0.257497922573,0.225956603787,0.0686318126186,0.156441920289,0.28376397727,0.364835442035,0.463419797346,0.867472330523,0.240270971835,0.558196858565,0.500310986876,0.693521039431,0.769638794037,0.483629600409,0.952541210785,0.583048236429,0.241760631976,0.777528483465,0.565165614729,0.87785266336,0.32836359243,0.691444387565,0.599906886844,0.222713500833,0.252085270548,0.57063301973,0.611235439776,13360.0,0.143413173653,3.0630239521,0.173428143713,0.160479041916,0.0557634730539,0.249401197605,0.0420658682635,0.0593562874251,0.0169910179641,0.127020958084,0.0240269461078,0.00793413173653,0.0
Kung Fu Panda 3 2016.txt,0.443734631356,0.85677431294,0.509939432909,0.419279137181,0.29281200845,0.0312764726426,0.158350769327,0.408164550049,0.203385770864,0.770525519417,0.980619732062,0.0924359769919,0.634636982581,0.390711306743,0.408313261002,0.811852351878,0.250809608763,0.984070405345,0.633228060579,0.154657580868,0.966185612699,0.158650017025,0.926169769417,0.400242791338,0.901786876755,0.512989465582,0.0746453415545,0.235234652596,0.612960631783,0.593508977911,8721.0,0.164660016053,3.24091273936,0.206857011811,0.172457287008,0.0529755761954,0.195390436877,0.0490769407178,0.0654741428735,0.0121545694301,0.142873523678,0.0239651416122,0.00504529297099,0.0
Jason Nash Is Married 2014.txt,0.569794615133,0.946065564318,0.532773311451,0.202399661387,0.277015053175,0.0103777808636,0.0593773403018,0.420948435197,0.153065184707,0.826202631522,0.986680114812,0.162249590859,0.690323629115,0.528719819119,0.535360571794,0.778401024416,0.251249131896,0.996694764402,0.68508461328,0.119714599837,0.823388558956,0.233638671391,0.865708238912,0.0788410564582,0.825107995071,0.544367605347,0.0301081021894,0.149153584414,0.702836668911,0.711569553667,18457.0,0.0935146556862,2.94159397519,0.185241371837,0.133662025248,0.0534756460963,0.258709432736,0.0406891694208,0.0642574632931,0.0166874356613,0.141951563093,0.0276317928157,0.00352169908436,0.0
Q 2011.txt,0.359695990677,0.583231834251,0.408107038221,0.173373051732,0.247550102787,0.0815679509103,0.120543888815,0.310900239377,0.360855611438,0.417341260101,0.971999994997,0.208217814605,0.769965420051,0.508488022768,0.585982468096,0.608312343184,0.281052802316,0.990439182329,0.741986342692,0.482520992371,0.874668923106,0.341396067843,0.788996962836,0.116513015785,0.437160375712,0.751302944172,0.17235128692,0.018328630544,0.573552330461,0.207891530669,8952.0,0.132931188561,3.01396336014,0.232908847185,0.104334226988,0.0607685433423,0.202412868633,0.0327301161752,0.0754021447721,0.0120643431635,0.191800714924,0.0309428060769,0.00335120643432,0.0
Bu Son Olsun 2012.txt,0.327677922325,0.400430602186,0.258893803525,0.726356720726,0.433290167669,0.524481340085,0.420206009874,0.40633503582,0.361464448697,0.52940858837,0.88934107954,0.137664771231,0.573413678805,0.175896873117,0.330964651662,0.917325003136,0.552109505933,0.811930712056,0.716806339657,0.794650583602,0.601439864313,0.568246077462,0.872870379658,0.452864326518,0.503191058544,0.594096258822,0.433624698964,0.23478188374,0.343983434179,0.237232557764,8411.0,0.19973843776,3.42182855784,0.206990845322,0.199976221615,0.0568303412198,0.181310189038,0.0423255260968,0.0625371537273,0.015455950541,0.116751872548,0.0412554987516,0.00475567708953,0.0
Plunder Road 1957.txt,0.514009486,0.677271271253,0.111740133215,0.766394441561,0.525931480127,0.371092696937,0.348218762463,0.679487320173,0.143556420453,0.906274511076,0.969130075018,0.0104497814695,0.220212817794,0.0331826563525,0.385601715556,0.501444368652,0.62001409254,0.743516065546,0.308710397116,0.597417823385,0.787224676354,0.516503895964,0.881006410844,0.0845770947729,0.231296054775,0.240650321782,0.0783590636714,0.245769808044,0.475883296942,0.349388318546,5168.0,0.22310371517,3.36435758514,0.1826625387,0.182469040248,0.0669504643963,0.208591331269,0.0416021671827,0.0592105263158,0.0166408668731,0.0975232198142,0.0323142414861,0.0183823529412,0.0
Queen of the Desert 2015.txt,0.726810810356,0.778012760386,0.365079920672,0.317831478491,0.684255989441,0.371375819864,0.601013107744,0.584925144957,0.16845233788,0.744647052058,0.985995568223,0.21441146165,0.901370886112,0.341086900664,0.333628344259,0.99443282216,0.45786621157,0.894017791257,0.934779767788,0.53249100912,0.796112951571,0.0661061214089,0.995800255021,0.494748329247,0.964474553554,0.484067611072,0.239528724813,0.339181164288,0.435477333361,0.651484636733,9214.0,0.214347731713,3.49370523117,0.172020837855,0.20555676145,0.0690253961363,0.203277621012,0.0435207293249,0.059149120903,0.0221402214022,0.121771217712,0.0221402214022,0.0060777078359,0.0
Kiss Me Stupid 1964.txt,0.463981595811,0.78832848689,0.308149014095,0.400755256096,0.293512253298,0.0888487160245,0.102749650378,0.416029185886,0.185543198997,0.670588973031,0.980550597148,0.137947216321,0.724193098102,0.358845522663,0.760609564174,0.809651829909,0.463584252735,0.965042362126,0.730239448373,0.312774112071,0.711893891322,0.429949338063,0.845307900336,0.158675137557,0.71173710151,0.502011978308,0.182431876557,0.159780665833,0.582270657907,0.496897083948,17999.0,0.12578476582,3.25501416745,0.188343796878,0.160897827657,0.0628923829102,0.197566531474,0.0401688982721,0.0611145063615,0.0185010278349,0.151563975776,0.0260570031668,0.00744485804767,0.0
Flawless 1999.txt,0.162543802329,0.468540077575,0.11274132469,0.651214757028,0.319446240945,0.217018218186,0.185800002502,0.584214437248,0.498478689211,0.286016462947,0.908730522124,0.114922701432,0.559850937036,0.221977661424,0.541741635643,0.651303912697,0.828736381629,0.840163475941,0.492953307832,0.47694581601,0.795467515429,0.808172631566,0.735587932023,0.273974664536,0.732007785456,0.347439907184,0.256835010327,0.0488319466408,0.939257004381,0.288046169409,11372.0,0.147203658108,3.12645093211,0.179036229335,0.190116074569,0.0522335561027,0.22115722828,0.0389553288779,0.0561027084066,0.0146851916989,0.143598311643,0.0251494899754,0.00457263454098,0.0
Zero Motivation 2014.txt,0.478524970913,0.569529427629,0.33560709144,0.247596264159,0.505999163965,0.427186137463,0.476887055806,0.497404244664,0.246334574346,0.608352549039,0.927123984244,0.223316413232,0.63748608392,0.426738678319,0.496466962651,0.746795569341,0.474677201215,0.854157293138,0.685269269095,0.665647893288,0.723389571561,0.266393867574,0.924623953336,0.152127600876,0.468281829405,0.591343306126,0.300100145305,0.226137577775,0.401660670208,0.491393376544,12059.0,0.150758769384,3.38311634464,0.20026536197,0.16460734721,0.0685794842027,0.18591923045,0.0356580147608,0.0671697487354,0.0179119329961,0.138402852641,0.0296873704287,0.00779500787793,0.0
Revenge of the Bridesmaids 2010.txt,0.572255361288,0.842648568241,0.524279063002,0.274808648933,0.387166979335,0.059588350561,0.15958912958,0.482554838736,0.123642578619,0.887310550002,0.978865358094,0.269806333067,0.691054037189,0.582453324955,0.733454025572,0.790324837232,0.292890310454,0.974892432112,0.529412684138,0.169669106792,0.566515700018,0.249784589154,0.782944928638,0.102349608576,0.734344064258,0.632472723892,0.221469754312,0.162882492828,0.520620524379,0.714023601164,9925.0,0.182367758186,3.24251889169,0.192947103275,0.165743073048,0.0619647355164,0.20161209068,0.0439294710327,0.0660957178841,0.0192443324937,0.137833753149,0.0345591939547,0.00554156171285,0.0
Zero Effect 1998.txt,0.56739830702,0.600836108282,0.464169634079,0.227013620599,0.430846455834,0.314029694502,0.214656607359,0.330024660959,0.201660365866,0.626650127553,0.948201473252,0.170768922534,0.746832395911,0.320501180114,0.602338344205,0.882300870351,0.214524282613,0.812499991494,0.779489355534,0.591697182928,0.562067901492,0.0722158730939,0.987454259622,0.346915667483,0.546999781501,0.567245386942,0.203839402916,0.127343452775,0.232623824277,0.580061438996,11843.0,0.172253651946,3.47952376932,0.189985645529,0.159925694503,0.0721101072363,0.19775394748,0.0431478510513,0.0661150046441,0.0179008697121,0.13712741704,0.0282867516677,0.00945706324411,0.0
Gianni e le donne The Salt of Life 2011.txt,0.677483145975,0.927397571106,0.207959980141,0.418092985455,0.514733188067,0.179836747926,0.319141111797,0.642637357504,0.165374899912,0.747950886936,0.996868102638,0.127292075514,0.883742059416,0.376926311797,0.679070184317,0.895540268907,0.738502031498,0.98709173095,0.899366674663,0.464997009087,0.668045386967,0.670806954036,0.734933118813,0.0659921683635,0.683218760462,0.412411358959,0.108325279022,0.271846578348,0.805157241796,0.334300607634,5873.0,0.178273454793,3.17163289631,0.192405925421,0.152903115954,0.0521028435212,0.227992508088,0.0473352630683,0.0658947726886,0.0141324706283,0.149497701345,0.0245189851864,0.00544866337477,0.0
Coriolanus 2011.txt,0.673284477726,0.589619297382,0.359384515718,0.524943756528,0.569608970042,0.411036955842,0.550986711173,0.482226699996,0.152102399549,0.784796243307,0.955439059094,0.205486842709,0.933538948432,0.217687312878,0.140406297297,0.997464019539,0.389045449925,0.873127268515,0.933703675853,0.73394658898,0.45529729984,0.024167046914,0.9982113421,0.654696277554,0.975845052404,0.565941727932,0.228026840104,0.18331563674,0.324575906109,0.216586673893,10843.0,0.175043807064,3.41934888868,0.175689384857,0.186479756525,0.0774693350549,0.198837959974,0.0447293184543,0.0551507885272,0.0272064926681,0.137969196717,0.0261920132805,0.00350456515724,0.0
Kung Fu Panda Holiday Special 2010.txt,0.424284193016,0.960427605447,0.327417385716,0.767869391028,0.475075338006,0.0402180497963,0.200034370146,0.826443023521,0.147840899166,0.980592522867,0.984431037234,0.0679124603179,0.506675782999,0.243052939312,0.410257519025,0.783255510167,0.515293702353,0.98147131337,0.371323996964,0.114206056688,0.958248460411,0.491127712209,0.752921048978,0.173549446441,0.941746342014,0.191671205476,0.0619489758236,0.491342397891,0.769965733303,0.735481262509,3528.0,0.22052154195,3.07568027211,0.163832199546,0.197845804989,0.0393990929705,0.258503401361,0.0453514739229,0.0581065759637,0.0138888888889,0.112811791383,0.0198412698413,0.00510204081633,0.0
Darkness 2002.txt,0.555182050152,0.749339127987,0.454224924352,0.275367335911,0.291417841241,0.07453382003,0.0932290996804,0.414993158048,0.187702018517,0.801512638195,0.973672303323,0.184535893951,0.660047067399,0.409228226918,0.562222393996,0.712236685568,0.252103261321,0.992178050086,0.706911321323,0.373894734218,0.621659924472,0.317128096015,0.864849510878,0.1667089011,0.546773706412,0.675361528066,0.0874790637002,0.0780430379741,0.372461014251,0.314176447445,6484.0,0.154071560765,3.13587291795,0.22270203578,0.137569401604,0.0507402837754,0.210518198643,0.0365515114127,0.0737199259716,0.0148056755089,0.150678593461,0.0328500925355,0.00385564466379,0.0
Jack Goes Home 2016.txt,0.405885428174,0.77589880343,0.495796251663,0.206434846538,0.223156787555,0.0249245012107,0.0455809077983,0.239176881966,0.247165298144,0.466117147373,0.9334479602,0.369124314351,0.744629674114,0.693802977404,0.554117280141,0.918288463244,0.360303552838,0.996130552571,0.818524136735,0.149283982772,0.542276737539,0.314029345447,0.843509774261,0.160318670721,0.80534727948,0.79082024815,0.2024760076,0.066847508357,0.677051675157,0.397750836844,9215.0,0.141508410201,3.0161692892,0.178838849702,0.142051003798,0.049158979924,0.256755290288,0.0428648941942,0.0680412371134,0.0218122626153,0.146066196419,0.0251763429192,0.00379815518177,0.0
Eating Out 2004.txt,0.28391529084,0.793394357443,0.508081538986,0.229936039206,0.113066428413,0.00852744753225,0.0321759940285,0.211909827513,0.273151678776,0.471029025887,0.89929103816,0.350057946955,0.584087504061,0.70278397063,0.698428650227,0.585488756447,0.293518262082,0.993104142698,0.54428735175,0.116988074685,0.597585178417,0.382549273017,0.584900727716,0.0781418010373,0.687352444109,0.726609848215,0.23794070891,0.0531183728459,0.664263287372,0.491312283732,9333.0,0.158362798671,3.10146790957,0.202935819136,0.15439837137,0.0484303010822,0.204007285974,0.0480017143469,0.0737169184614,0.0132861887925,0.159755705561,0.0262509375335,0.00364298724954,0.0
Insidious Chapter 3 2015.txt,0.578865689461,0.83231325043,0.480794910305,0.14791495389,0.314463708178,0.0359556152237,0.140134961189,0.42026877792,0.201109639735,0.547259544323,0.993126146369,0.324421430846,0.877848390269,0.703684296257,0.586273041898,0.884389519088,0.313512959079,0.999061076191,0.85676549732,0.227945295565,0.741136986334,0.270328053883,0.768543707577,0.116810042306,0.685026710867,0.788502524025,0.200696707469,0.0426296412463,0.692681266169,0.247645125868,7212.0,0.142956184138,3.03230726567,0.206461453134,0.132140876317,0.0535219079312,0.223377703827,0.0349417637271,0.0716860787576,0.0120632279534,0.164725457571,0.0332778702163,0.00499168053245,0.0
Meet the Blacks 2016.txt,0.0394683563975,0.20123987178,0.0795578796563,0.787357112309,0.269313718215,0.203688122527,0.190192135264,0.721182115589,0.630032868365,0.271486224192,0.727629025956,0.0665582404843,0.211915713257,0.111025256425,0.481515837264,0.237250741575,0.823206475975,0.555854998882,0.155671934783,0.607686056594,0.905697037239,0.892380351584,0.734338550032,0.318879576567,0.753404816461,0.258807445118,0.237601859893,0.0160651987414,0.950701811533,0.285011342681,18435.0,0.102196908055,3.03167887171,0.178844589097,0.172606455113,0.0529970165446,0.250827230811,0.0335774342284,0.0575535665853,0.0123677786819,0.138269595877,0.0299972877678,0.00428532682398,0.0
Signora senza camelie La The Lady Without Camelias 1953.txt,0.67562571405,0.869460226724,0.53890226032,0.177339524207,0.418525025743,0.124940540748,0.263005141394,0.432029838152,0.185210951741,0.729690931704,0.992002213289,0.282579279586,0.886691089304,0.531893938765,0.471672420552,0.877044753184,0.29048658726,0.992348896641,0.855061668006,0.448428487517,0.761152324771,0.183556321948,0.879627964322,0.218295835963,0.627584949886,0.662601236978,0.136598267104,0.142736351133,0.502474321435,0.406361192625,13992.0,0.114851343625,3.16345054317,0.210548885077,0.13414808462,0.0543882218411,0.222055460263,0.0358776443682,0.0740423098914,0.0153659233848,0.156875357347,0.0293739279588,0.00493138936535,0.0
Yeh Saali Zindagi 2011.txt,0.419477852951,0.279396348602,0.169758609303,0.198887683807,0.378983795895,0.376716001909,0.40023122078,0.488774539075,0.316259047454,0.252842951593,0.949321582987,0.145074938988,0.721643658921,0.274317229474,0.255179575759,0.868235587885,0.666654887475,0.917958887676,0.854441264155,0.842452197425,0.835986884885,0.330619743047,0.885008148984,0.194042282579,0.27255803775,0.519617220786,0.328774916854,0.0239747804743,0.677013542422,0.0465863149083,7808.0,0.17456454918,3.48757684426,0.262038934426,0.164830942623,0.0618596311475,0.116290983607,0.0316342213115,0.0658299180328,0.0172899590164,0.18481045082,0.0354764344262,0.00909323770492,0.0
